,NGamma,MGamma,TGamma,NTheta,MTheta,TTheta,NSigma,MSigma,TSigma
41,9866,1,2.728843289916834e-06,23,14,0.09724053540360021,1,0,13.689836789645605
42,7595,1,6.525969799044172e-05,48,11,0.04498863827702744,1,0,12.228214132912308
43,6458,1,0.00010803146444848229,7,6,0.28772378229833473,1,0,11.596896365772283
44,7273,1,7.32759921783412e-05,27,14,0.06176568165893211,1,0,16.685355461937743
45,9142,1,1.913320262849909e-05,172,10,0.011610777642849178,1,0,12.958499323891829
46,5285,1,0.00017824991140133757,29,11,0.08425136384814318,1,0,11.723701583656561
47,5056,1,0.00018914497739981227,229,8,0.008974433506011233,1,0,6.274289756002241
48,6390,1,0.00011383309843689478,34,8,0.05447050029108219,1,0,21.67359054999489
49,5040,1,0.00019697620219462974,17,12,0.10026733897522262,1,0,17.479903488531377
50,7587,1,6.421505009126368e-05,49,14,0.03872391804711781,1,0,9.83122233536885
51,2416,1,0.0006280878180738939,49,10,0.04395170829716343,1,0,16.73422310579024
52,5190,1,0.0001821261712400108,8,9,0.304478479667915,1,0,10.09488861215051
53,6800,1,9.698885023999428e-05,5,15,0.29616618862087396,1,0,22.88853674546507
54,3927,1,0.0003120831796777998,37,16,0.06229515219023233,1,0,17.270881423621873
55,8134,1,4.7052772954572455e-05,41,14,0.0554430129785552,1,0,6.944684256781081
56,7954,1,5.15972841372745e-05,329,5,0.005938361011532082,1,0,20.209717571586012
57,9703,1,6.391573654792976e-06,18,15,0.10004944025204333,1,0,9.258184941661975
58,8852,1,2.6852841615904104e-05,33,11,0.059191562290171085,1,0,5.7722600328441045
59,6393,1,0.00011366510868978314,34,14,0.05851167228911404,1,0,4.060473181306932
60,3297,1,0.00040916676557287753,7,12,0.17669419043194623,1,0,18.583882497207572
61,9793,1,4.1774862192238805e-06,17,14,0.15090425109050637,1,0,8.166378672521594
62,9423,1,1.2314004339210263e-05,31,7,0.05952663070433624,1,0,8.311864127084577
63,844,1,0.002104655393078008,27,8,0.07761520620864616,1,0,22.755191857325208
64,9976,1,5.1472914302259e-07,12,14,0.21157881736734763,1,0,11.748864995511521
65,4916,1,0.00021265076978303426,16,18,0.1318685172844208,1,0,11.227956393493944
66,3599,1,0.0003518762461351285,15,8,0.14150617590572548,1,0,13.917775588418381
67,3997,1,0.0002970662328526933,28,10,0.07118596504067567,1,0,17.42814631448606
68,7002,1,8.696746784864604e-05,8,9,0.25229839265756165,1,0,4.056922656546685
69,9126,1,1.8963430896687436e-05,151,15,0.014440756180905193,1,0,12.411950254692087
70,5446,1,0.00016550847858374254,6,9,0.3748899737493461,1,0,9.48520528964338
71,7461,1,6.58088785696776e-05,15,21,0.12619541498840944,1,0,9.40075116572796
72,8561,1,3.444233572591753e-05,115,11,0.016981466854463147,1,0,15.200222856938975
73,7236,1,7.752683747367999e-05,15,18,0.15332499854253387,1,0,12.324819884464276
74,4464,1,0.00024786059554643983,10,8,0.18081771543862796,1,0,10.604572923798694
75,9725,1,5.457103692628653e-06,14,15,0.18070688366556503,1,0,12.51355761063272
76,4782,1,0.00021938042718171703,19,8,0.10219960791685705,1,0,12.859495264117768
77,4561,1,0.00023641439486036828,9,10,0.1873259619404626,1,0,3.681362993953815
78,9427,1,1.21200772747428e-05,25,21,0.07636535854881511,1,0,19.713513556279423
79,9982,1,2.7887076373978584e-07,16,14,0.13938032225321528,1,0,15.957201309010992
80,4972,1,0.00019952923198755083,16,14,0.13986005684865624,1,0,12.086017054416375
81,5362,1,0.00017457637447129294,41,13,0.043238080779964196,1,0,6.952352870628825
82,4125,1,0.00027880552173445205,41,7,0.04435017829489989,1,0,4.0712548047164825
83,6108,1,0.00012660441526735045,43,7,0.04699698302295612,1,0,20.119102895710487
84,2244,1,0.000694233817382989,15,8,0.09328592175154277,1,0,4.195272371349331
85,6267,1,0.00011997061976996997,32,10,0.06164880336465165,1,0,18.803605206887067
86,2988,1,0.00046869669900795563,5,6,0.36208390004234475,1,0,8.303606289344996
87,3450,1,0.00037697706352842397,14,14,0.14718537915748994,1,0,18.97171004076918
88,6615,1,0.00010078897166853128,76,5,0.026094150971981853,1,0,15.762940905498539
89,6955,1,8.799018242921091e-05,32,12,0.059750987470997365,1,0,12.152493870653656
90,5207,1,0.00018327230293319521,35,10,0.05351714361318672,1,0,6.017691525984916
91,8516,1,3.6201898229532604e-05,19,6,0.11268285865589843,1,0,8.93323445463969
92,3269,1,0.0004119723596646284,51,10,0.03508126355004676,1,0,8.246218728093076
93,6474,1,0.00010608254928688246,15,11,0.14655250506921486,1,0,12.1301085470758
94,6472,1,0.00010774083739613756,16,8,0.14559239892137235,1,0,10.22830532347956
95,9007,1,2.194486837407281e-05,36,11,0.06503033024337447,1,0,14.99829604279634
96,7747,1,6.078693021385081e-05,14,10,0.14534288222272418,1,0,8.401962271549
97,9312,1,1.4727330830300949e-05,25,18,0.06577128336771407,1,0,7.85148404726079
98,7583,1,6.439152756237942e-05,10,13,0.20013494668545329,1,0,8.367687808477967
99,1604,1,0.0010296658002467718,12,7,0.14011725056520008,1,0,6.635686380813172
100,2590,1,0.00056655239003974,14,8,0.12859840350493165,1,0,5.900644449726702
101,9928,1,1.4405903099504965e-06,24,6,0.11177286614483364,1,0,10.399611552800783
102,8897,1,2.340965133098201e-05,7,10,0.3268716783392796,1,0,28.26395124290414
103,4170,1,0.00028385195454978584,19,9,0.10271109609900525,1,0,5.744145390830827
104,8349,1,3.92957812329748e-05,18,15,0.10272960894718569,1,0,17.782843454542547
105,6866,1,9.072969021574276e-05,104,10,0.018218437380743937,1,0,8.693171481825928
106,3812,1,0.00032750850746178257,50,8,0.04064297251649229,1,0,6.856850368126259
107,8469,1,3.710589850948173e-05,90,9,0.0204401572836471,1,0,9.580277781822817
108,5791,1,0.00014221882173743369,21,11,0.10005801551584469,1,0,6.787586908880297
109,8417,1,3.73784290696448e-05,21,10,0.12527807967816165,1,0,9.707338708616808
110,3909,1,0.00031623053818572306,14,11,0.13151584609514672,1,0,7.7182027735459435
111,6499,1,0.00010757038877724992,25,14,0.08740779700023005,1,0,11.811326906401042
112,9594,1,8.978803903377124e-06,12,11,0.17651058744611106,1,0,15.2424108759556
113,9115,1,1.9427237295958523e-05,27,6,0.08163191843326824,1,0,7.642706866472081
114,5022,1,0.00019472640018369086,430,3,0.004498403624320315,1,0,23.3825161551167
115,5053,1,0.0001966543933206264,15,12,0.13849266121271486,1,0,15.12176484637559
116,9457,1,1.1775221249971774e-05,18,19,0.126758450376823,1,0,8.014430084605642
117,4261,1,0.0002680481754644928,22,6,0.09960691107021312,1,0,8.058294208407657
118,9893,1,2.0689704681615695e-06,30,11,0.07428003572141141,1,0,12.054461417115188
119,2040,1,0.0007963590656317222,14,5,0.12099198728653783,1,0,9.337723035413434
120,7924,1,5.151147259730408e-05,57,13,0.03293663858028262,1,0,7.392279505005014
121,9442,1,1.1291373617274503e-05,151,12,0.013053584949005177,1,0,12.182247308247337
122,8895,1,2.4978546957072187e-05,12,8,0.11155222327724282,1,0,14.153471149637904
123,6498,1,0.0001060436028821164,102,7,0.02019707169272608,1,0,8.76014969481874
124,6022,1,0.00012933498060259372,77,11,0.02840871994461455,1,0,18.831386966144898
125,3585,1,0.00036152171120615436,12,9,0.17430725221151253,1,0,22.822872259307275
126,8074,1,4.8518501370253e-05,4840,0,0.00022011194296836883,1,0,7.584296251061664
127,7680,1,6.278530488516734e-05,14,16,0.13942187378631188,1,0,5.516917630563554
128,7068,1,8.580258354889631e-05,13,14,0.14679145436225988,1,0,14.44120759771349
129,9034,1,2.2694090608802484e-05,52,9,0.042239161915443635,1,0,5.748367656486652
130,3162,1,0.0004255930977704224,245,4,0.00842624839785601,1,0,7.778971339134279
131,1698,1,0.0009984014564280957,47,10,0.03989739776742779,1,0,19.605475188369653
132,4695,1,0.00022567105719954207,47,11,0.04159477513232008,1,0,9.203988493688959
133,9053,1,2.126050870554914e-05,310,12,0.00631773787687199,1,0,9.340983700509478
134,9694,1,6.3740765499511986e-06,12,13,0.18253780735157413,1,0,15.779490686985826
135,7046,1,8.458780040983678e-05,68,9,0.027903570244277812,1,0,10.197328637506198
136,7419,1,6.919283582258716e-05,8,12,0.32968658735998885,1,0,12.398364038450179
137,7442,1,6.75927373955782e-05,92,13,0.022813645186157278,1,0,14.519344384146756
138,3603,1,0.00035210294505909736,15,9,0.1381917118067081,1,0,28.356127176296447
139,7166,1,7.976369689665593e-05,18,15,0.09461995281576173,1,0,14.266759302826715
140,9314,1,1.455999211781514e-05,257,9,0.007635974843806155,1,0,5.123054397268693
141,4751,1,0.00022324921591175607,11,10,0.15012977110871112,1,0,6.338907962769382
142,9102,1,2.056135851149182e-05,7,16,0.22493535058858713,1,0,9.102188819108012
143,6819,1,9.413878181152021e-05,36,10,0.0568298899665667,1,0,8.017992788893276
144,8220,1,4.1610993336197134e-05,78,9,0.023043269186419413,1,0,15.686173280852024
145,4308,1,0.0002688697056984811,102,8,0.019252382179672966,1,0,18.481012604614
146,3521,1,0.00037718113462963755,38,7,0.05146805369613245,1,0,13.169028328465997
147,5889,1,0.0001394782637349243,37,9,0.0599128742063293,1,0,7.317780635445928
148,8945,1,2.4600071859017456e-05,63,11,0.035738206384987925,1,0,16.75902423115803
149,7031,1,7.991100187681432e-05,18,16,0.1020051992455181,1,0,8.474603711201492
150,5230,1,0.000176592424062771,12,10,0.15315305972694038,1,0,16.96373686347354
151,8291,1,4.241323332396285e-05,1404,5,0.001227751210018187,1,0,10.592881750503842
152,7586,1,6.457765234142059e-05,14,12,0.10934527751943998,1,0,9.742281482027671
153,9424,1,1.2677146500025255e-05,17,12,0.10994534362939284,1,0,22.611760882738704
154,9774,1,5.117889556696813e-06,19,12,0.13450572226364557,1,0,9.00497535813209
155,4917,1,0.0002088938179494574,44,9,0.04254355842992297,1,0,9.109591664111312
156,9787,1,4.713273571430803e-06,8,11,0.2016715841075662,1,0,16.157004800355494
157,3966,1,0.00030776216948756103,11,11,0.13341871649044532,1,0,5.561283472464333
158,6916,1,8.81448637135265e-05,173,6,0.012022403827020422,1,0,10.56457482536959
159,9523,1,1.0340680893352171e-05,86,14,0.02196757866190115,1,0,8.958713957228124
160,7025,1,8.335325684033927e-05,54,9,0.04088999470296266,1,0,12.1067880703494
161,7660,1,6.126363262015803e-05,364,8,0.0051470793959305546,1,0,28.735987564206624
162,4184,1,0.0002860218699904158,22,9,0.10715374568242679,1,0,11.077350391664288
163,9913,1,1.8204515218111221e-06,44,11,0.044027462755069094,1,0,9.046200807852081
164,3556,1,0.0003641564538385632,47,10,0.04296429498752947,1,0,6.724549152458736
165,6670,1,9.83085784468099e-05,17,10,0.1341184310611735,1,0,12.697862035503174
166,5651,1,0.00015725659247526702,257,9,0.007449069192601026,1,0,6.356391601815741
167,9435,1,1.1158708469149034e-05,19,10,0.10705318605292558,1,0,31.492267636597397
168,9867,1,3.0718146467597186e-06,8,20,0.17729338629332034,1,0,11.523497502399126
169,4153,1,0.0002782938269725325,31,18,0.060754714639537355,1,0,15.826389812621981
170,6851,1,9.253054703360874e-05,15,10,0.17009670913012545,1,0,8.739420797543383
171,5106,1,0.00019716733476113598,12,12,0.1982518822152853,1,0,12.180735670414025
172,6728,1,9.756905609206856e-05,170,7,0.012074756016891309,1,0,4.456036542940452
173,8572,1,3.393096592456791e-05,22,16,0.08142259046782044,1,0,22.95722500589332
174,5621,1,0.0001551844530304298,73,10,0.026754348936106044,1,0,3.306890776610354
175,2062,1,0.0007668648964059487,30,11,0.06546761594887794,1,0,34.349409323920355
176,1540,1,0.0010950126464784945,18,9,0.11190362342372276,1,0,3.954848328552992
177,9531,1,9.267020558800848e-06,17,17,0.13082439229693524,1,0,4.819289872299194
178,5541,1,0.00016415499954793418,40,15,0.05485001637562663,1,0,7.134546253553833
179,5475,1,0.00016486516708003645,17,20,0.10282786805503316,1,0,15.979833638674021
180,3670,1,0.00034411845297545443,9,14,0.2735100197904833,1,0,12.846410493382246
181,5622,1,0.0001570285238496842,29,9,0.062382924823945654,1,0,7.389914464159318
182,3227,1,0.0004055430920542521,95,9,0.02121607460752841,1,0,10.336061983664395
183,5532,1,0.00016347573843345615,17,10,0.10842900820953079,1,0,7.262385259950643
184,6809,1,9.130885177172236e-05,25,9,0.07716020041512933,1,0,11.757099739133011
185,2320,1,0.0006374974129416231,258,3,0.0072746929485514545,1,0,5.099170408232031
186,7547,1,6.727688845649301e-05,21,10,0.10957164719783372,1,0,28.21059247767662
187,8908,1,2.4507309701066422e-05,6,11,0.4408680162960245,1,0,17.162321444474365
188,9857,1,2.8464774581633625e-06,53,10,0.03827872656170413,1,0,8.349906178112548
189,3967,1,0.0002998886990061529,126,6,0.01609352445084004,1,0,17.7736263646712
190,8831,1,2.67899460942848e-05,8,9,0.33948978645448424,1,0,10.451600407888222
191,5762,1,0.00014358119473559074,44,13,0.04650384784402755,1,0,6.95346480018023
192,8905,1,2.3145210034307447e-05,96,12,0.02091552658420545,1,0,9.917230187088789
193,6204,1,0.00012292700940749483,59,9,0.029766320539958042,1,0,19.530271958899956
194,9472,1,1.1017299036306528e-05,11,10,0.20411057812365963,1,0,3.0036853018568177
195,4762,1,0.0002228265918271048,18,13,0.10691430120955894,1,0,7.897213854723689
196,8326,1,4.025032148835814e-05,398,7,0.0049168217897365045,1,0,12.64514252632681
197,6401,1,0.00011160182948157073,8,10,0.2942654530035925,1,0,20.834764780527124
198,3426,1,0.0003827504473722586,7,10,0.25715208202801665,1,0,17.31528325851423
199,5192,1,0.00018721316621662308,9,8,0.189166725221452,1,0,7.092534891027082
200,6804,1,9.216189643891956e-05,17,21,0.10112991743160442,1,0,17.43316922267771
201,8470,1,3.713469019879571e-05,113,7,0.015954812001139768,1,0,20.344483923323754
202,3790,1,0.00032643369833789597,260,9,0.0076490571758378615,1,0,17.258882554978662
203,3121,1,0.00044409607727779934,21,15,0.10715618090946204,1,0,11.373491494318312
204,5790,1,0.00014592888960058095,70,6,0.030784544686299826,1,0,15.595218436830361
205,9105,1,1.9754704583621164e-05,15,20,0.13563197286022263,1,0,26.56521060564314
206,9848,1,2.832595419179557e-06,16,9,0.12583087934556308,1,0,9.944118576272919
207,9546,1,1.0314274730530205e-05,21,13,0.07718577636169915,1,0,4.907630969037916
208,8597,1,3.4147940963039884e-05,26,8,0.06972615803305572,1,0,8.865042080917632
209,4673,1,0.00022796249987269015,17,7,0.11744907897166182,1,0,10.19130579333776
210,2697,1,0.0005495794707606873,134,6,0.015059531901385119,1,0,8.684325085860767
211,9274,1,1.597141907948264e-05,34,12,0.058061572894248015,1,0,14.762221783099056
212,6818,1,9.11183151668465e-05,3,18,0.36782143248620225,1,0,9.197647714850127
213,4754,1,0.00021669367889212183,40,10,0.054402694109124496,1,0,8.564839410493674
214,8666,1,3.085963677930549e-05,5,5,0.33328530251544247,1,0,5.236843575781657
215,9789,1,5.059507736653374e-06,25,17,0.09630757882136048,1,0,5.194914197751324
216,4955,1,0.00020573201904810736,26,18,0.07951738395162891,1,0,6.714764796349898
217,687,1,0.0025911395225006843,8,4,0.28752804288547473,1,0,7.060014381216196
218,4041,1,0.00029710595270179634,22,17,0.0986295946785082,1,0,10.747974532360386
219,9809,1,3.73579516290992e-06,30,15,0.06824680086954507,1,0,7.9087066825508385
220,3557,1,0.00036050808982451723,42,12,0.046829209279892633,1,0,11.858317060561966
221,5417,1,0.00016678629968420208,6,12,0.31022135873726453,1,0,11.60411556014863
222,6211,1,0.0001226989372574323,37,14,0.049880199652987005,1,0,9.567477933317688
223,7507,1,6.730409684988128e-05,51,15,0.0372836954546408,1,0,12.365531951551912
224,3086,1,0.00045734812339043014,17,9,0.1487162493271184,1,0,12.930621327841594
225,6949,1,8.678403236421417e-05,61,16,0.03120542812254455,1,0,22.626492696308716
226,9517,1,9.889141688083471e-06,15,13,0.16659990360903404,1,0,12.510797993163006
227,4891,1,0.0002067348658300441,52,11,0.040895217266423235,1,0,5.17077905638974
228,8777,1,2.681479382003306e-05,13,19,0.18558738398073507,1,0,7.881392396718197
229,8234,1,4.307832818617244e-05,28,14,0.07125588480560256,1,0,7.261127433451654
230,9763,1,4.598846788400418e-06,50,10,0.04185991312247655,1,0,6.414802985793093
231,7879,1,5.5795189774450186e-05,15,8,0.15205898560142608,1,0,18.36109264953777
232,4632,1,0.0002322047045554586,38,10,0.05991265549114251,1,0,24.74937098642914
233,4236,1,0.0002737792291971983,10,16,0.30123330406140597,1,0,4.69908038020245
234,7805,1,5.641260539785282e-05,29,19,0.05539893527665706,1,0,9.505980487079293
235,7260,1,7.486497782493213e-05,31,10,0.06390423252665159,1,0,19.649859220803467
236,1388,1,0.0011816571722796326,5,11,0.34547072643854926,1,0,12.043875007957155
237,6368,1,0.00011807524517332348,13,8,0.15221006590396802,1,0,17.79296041295313
238,8373,1,3.866169066800309e-05,29,10,0.0889194063729765,1,0,11.353578222043899
239,1343,1,0.00128424046989612,110,5,0.01712273941181611,1,0,17.28975793966597
240,6402,1,0.0001123457656713907,28,9,0.07311803981319304,1,0,9.390079538091587
241,7134,1,8.10997872676785e-05,6,9,0.2205017376062591,1,0,5.490287981804594
242,5780,1,0.00014588224557843328,55,11,0.03821514451699106,1,0,11.642692159195162
243,8601,1,3.4553252680436077e-05,23,13,0.09470259079385758,1,0,6.152165861163663
244,6004,1,0.00013604885512643312,48,11,0.04208290669178344,1,0,10.24687077986235
245,5795,1,0.00014397324565608262,29,10,0.07998724847427072,1,0,5.948930858266061
246,4979,1,0.00020287758213737353,18,16,0.08342587989187124,1,0,20.010099105156346
247,9263,1,1.6110504310747947e-05,49,15,0.04316475299025055,1,0,6.108302616582196
248,8531,1,3.4754553346206115e-05,60,10,0.035464334262691764,1,0,6.048786428592818
249,5448,1,0.00016028866862083187,15,15,0.11177957247879719,1,0,28.794245801492934
250,9875,1,2.5286295169913167e-06,49,9,0.04324792992974625,1,0,20.92904212588959
251,5019,1,0.00019892674051671616,45,6,0.0434778146916107,1,0,5.830301309411742
252,6969,1,8.972852590568032e-05,75,7,0.02975573117770944,1,0,7.634814832044471
253,8801,1,2.6511052309534024e-05,182,6,0.010875762503590054,1,0,6.174839695602753
254,9835,1,3.4958016954786003e-06,147,13,0.01346390324124085,1,0,7.482210581083078
255,9824,1,3.1786731629942803e-06,22,12,0.10932740441269222,1,0,5.042995215520306
256,8186,1,4.4614876370147116e-05,13,9,0.15065280188260205,1,0,9.304270198722243
257,6282,1,0.00011381750362090076,51,11,0.04009343233062084,1,0,6.486369393129402
258,8034,1,4.984032757226109e-05,16,9,0.11333572905804903,1,0,5.0980538419904695
259,6636,1,0.00010257458544876073,21,6,0.08974449107423955,1,0,8.297189097594117
260,6350,1,0.00011417333938850797,32,11,0.07263800834606582,1,0,15.469296128727326
261,7235,1,7.75113956043531e-05,101,5,0.01827381076688048,1,0,5.679116910409549
262,7717,1,6.268403889766853e-05,45,11,0.05020256469665048,1,0,20.65571889662381
263,9400,1,1.280100376572975e-05,13,8,0.1134377059532168,1,0,6.088509014985529
264,9228,1,1.589297443485438e-05,45,11,0.0453289438995038,1,0,8.196237070602626
265,7762,1,5.969992632189854e-05,64,7,0.035548864914721826,1,0,4.477417750596304
266,3869,1,0.000320062692215053,20,7,0.09674901281551063,1,0,7.039572364241059
267,1262,1,0.0013583646570305902,31,6,0.06571845308977424,1,0,8.263760718262716
268,8044,1,4.7182782090533676e-05,6,14,0.3324878459255392,1,0,16.45776822025699
269,8175,1,4.452500614648226e-05,10,15,0.14978181426107884,1,0,18.71427760015018
270,1535,1,0.0010987361160468296,14,14,0.1386616447580428,1,0,14.311949565336244
271,4149,1,0.000289041564564761,14,7,0.16996993589475742,1,0,15.880840760216438
272,9526,1,1.0234010343935376e-05,153,12,0.012926149653354774,1,0,16.522273715148405
273,9568,1,8.718321746605165e-06,12,11,0.18370739144723486,1,0,10.422191781652176
274,9153,1,1.8297540764070154e-05,132,7,0.0158233128213043,1,0,6.779835463982776
275,6506,1,0.00010381154253618438,13,8,0.12236792632069701,1,0,27.53274628108327
276,8863,1,2.6272660589223414e-05,16,18,0.11579608153968987,1,0,10.533041841850794
277,80,1,0.025100529255699406,8,4,0.31478511228731487,1,0,20.671685634662097
278,3568,1,0.0003674536511198967,11,7,0.17487175845246897,1,0,14.071454696275284
279,7362,1,7.248214160148556e-05,69,10,0.030233898488356586,1,0,11.993466915755043
280,9949,1,9.997576917345543e-07,10,9,0.2064375625012344,1,0,6.436443209802135
281,8539,1,3.4270436831719616e-05,426,7,0.004475142676890432,1,0,7.208617814252716
282,2751,1,0.0005285810060278163,9,12,0.19410217590071954,1,0,16.74330867331438
283,6091,1,0.0001282586697242658,28,20,0.07046069422453806,1,0,21.825301257661017
284,9141,1,1.8752232263604196e-05,36,10,0.053103831599136855,1,0,8.907991034629749
285,5747,1,0.00014907021144711173,34,11,0.06404458886829457,1,0,4.448540286463783
286,9367,1,1.4232478640492389e-05,112,11,0.019604447147517617,1,0,10.556187602028546
287,9903,1,1.980045030626241e-06,27,15,0.07882990194678142,1,0,8.341614721952475
288,898,1,0.001956427406420038,89,3,0.022242950975237555,1,0,19.659600193643715
289,7599,1,6.254907575663824e-05,22,11,0.09794768258648537,1,0,6.450233227728086
290,5937,1,0.00013586352969409472,10,11,0.19334973840953618,1,0,26.894489924798403
291,8300,1,4.258706000859963e-05,46,12,0.04555626449223092,1,0,7.335856941576299
292,9862,1,3.128589437761825e-06,16,12,0.11634713261261878,1,0,16.49134405840567
293,4226,1,0.00026880881493224077,45,10,0.04218871112559955,1,0,11.471895297229663
294,8339,1,3.981444957606862e-05,6,10,0.2368397508221013,1,0,17.434845692802895
295,9592,1,8.602152170771806e-06,710,5,0.0026137246149764252,1,0,7.3939649276351105
296,2051,1,0.0007697667681986004,15,6,0.1499802397471051,1,0,10.915609037176473
297,8940,1,2.3258051261285076e-05,134,8,0.014429186722794585,1,0,29.68805987243407
298,2138,1,0.000717457982895025,20,14,0.10235903615569208,1,0,6.329297135265625
299,8369,1,3.9092555873621063e-05,24,12,0.08055609290073935,1,0,7.58906016743371
300,8411,1,3.912788776604502e-05,137,15,0.014549203530869331,1,0,11.225012993920876
301,8893,1,2.4959081912936265e-05,13,8,0.15179649745733675,1,0,8.469156570451375
302,8714,1,2.8512799107643566e-05,16,12,0.13100587953681933,1,0,11.32322006356947
303,3918,1,0.0003057760562291763,12,10,0.1762687128862427,1,0,7.413098468292275
304,1533,1,0.0010973416725294797,170,5,0.012362639403257956,1,0,15.22784078990341
305,3317,1,0.0004013680231192426,14,12,0.15173421067186735,1,0,13.012557302198214
306,8916,1,2.51487859729582e-05,29,12,0.08289866238263727,1,0,24.331646045300197
307,715,1,0.0026258919986467907,17,5,0.14375880860699258,1,0,12.553778091626324
308,8124,1,4.577951835769715e-05,156,9,0.011825263885568753,1,0,9.204044322332631
309,9880,1,2.139210699033782e-06,52,12,0.035625739135373834,1,0,18.105310912047617
310,3886,1,0.00031523823505056486,151,7,0.012637262713502575,1,0,7.041762748541746
311,6060,1,0.00012928501989034234,77,7,0.02191243057132207,1,0,2.0226057713109786
312,4024,1,0.00029010717066683885,16,7,0.13199727297868719,1,0,8.564719073520987
313,6926,1,8.88470899579388e-05,23,5,0.09537734096692968,1,0,13.596989477615987
314,4729,1,0.00021622263414161722,10,10,0.18738316006477013,1,0,6.464679464070973
315,8665,1,3.0446222053657e-05,46,5,0.04498196437376556,1,0,7.619236510346324
316,5263,1,0.00017767995726206533,1,12,0.5597687350231135,1,0,7.404273564373367
317,4307,1,0.0002582279448944229,5,11,0.41373626974269034,1,0,11.148986628543277
318,8673,1,2.9217600031651083e-05,29,15,0.057725425013980716,1,0,17.90104373023956
319,2214,1,0.0006917870575389915,15,9,0.13751288390953129,1,0,4.184810685808655
320,6478,1,0.00010961148847311239,17,10,0.13255602662593824,1,0,20.662969013749628
321,8047,1,4.915749620334994e-05,308,6,0.006116309273909046,1,0,7.5243274035765335
322,7432,1,6.779682898929693e-05,884,5,0.0021040736955613734,1,0,16.543535573038575
323,7949,1,5.212615663146908e-05,17,11,0.10666594362497177,1,0,7.084138285973086
324,4672,1,0.00022837597676369963,36,8,0.06029263115993511,1,0,11.997549555534915
